State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Potato,15,281
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Ragi,1136,1713
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Rice,22658,68155
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Sapota,2151,19520
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Small millets,691,606
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Soyabean,44,50
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Sugarcane,30,2456
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Sunflower,5066,1180
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Tobacco,15,43
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Tomato,3976,113236
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Turmeric,19,223
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Urad,188,249
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Bajra,47,28
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Brinjal,468,11108
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Cabbage,2,25
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Castor seed,229,131
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Coriander,8223,4251
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Cotton(lint),884,1244
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Cowpea(Lobia),234,263
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Dry chillies,124,387
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Gram,68092,38676
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Groundnut,14957,24679
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Horse-gram,8079,3700
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Jowar,5263,1368
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Maize,4474,31618
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Moong(Green Gram),586,481
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Onion,297,6767
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Other  Rabi pulses,2,2
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Potato,77,1442
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Ragi,734,1122
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Rice,6553,14377
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Safflower,310,87
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Small millets,47,41
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Sunflower,3386,1642
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Sweet potato,4,44
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Tobacco,341,635
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Tomato,4191,87055
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Urad,42,61
Andhra Pradesh,ANANTAPUR,2014,Whole Year ,Coconut ,687,5756000
Andhra Pradesh,ANANTAPUR,2014,Whole Year ,Rice,29211,82532
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Arhar/Tur,6100,900
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Bajra,1700,1900
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Dry chillies,600,800
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Groundnut,234900,144200
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Horse-gram,3100,2000
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Jowar,2400,1500
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Maize,100,300
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Moong(Green Gram),200,100
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Other Kharif pulses,2200,300
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Ragi,10800,9900
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Rice,42300,84400
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Samai,1300,200
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Sesamum,400,100
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Sugarcane,29600,2775100
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Sunflower,1300,600
Andhra Pradesh,CHITTOOR,1997,Rabi       ,Dry chillies,3000,2100
Andhra Pradesh,CHITTOOR,1997,Rabi       ,Groundnut,28300,69800
Andhra Pradesh,CHITTOOR,1997,Rabi       ,Horse-gram,1200,400
Andhra Pradesh,CHITTOOR,1997,Rabi       ,Ragi,1600,2300
Andhra Pradesh,CHITTOOR,1997,Rabi       ,Rice,57400,137400
Andhra Pradesh,CHITTOOR,1997,Rabi       ,Sunflower,900,400
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Arhar/Tur,6100,1000
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Bajra,1700,3400
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Castor seed,200,100
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Dry chillies,600,900
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Groundnut,235500,211000
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Horse-gram,3000,1700
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Jowar,2500,1400
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Korra,100,100
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Maize,100,300
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Moong(Green Gram),300,200
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Other Kharif pulses,2300,400
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Ragi,10800,11000
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Rice,42000,105400
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Samai,1500,300
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Sesamum,400,100
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Sunflower,1000,700
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Urad,200,200
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Dry chillies,3200,4100
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Groundnut,31100,83800
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Horse-gram,1100,800
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Maize,100,300
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Ragi,1600,2700
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Rice,62400,159200
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Sesamum,300,100
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Sunflower,800,300
Andhra Pradesh,CHITTOOR,1998,Whole Year ,Sugarcane,34500,3377000
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Bajra,2531,2817
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Castor seed,185,35
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Cotton(lint),2,2
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Groundnut,188615,79784
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Horse-gram,3350,1853
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Jowar,1360,797
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Maize,181,514
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Masoor,5096,637
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Moong(Green Gram),159,113
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Ragi,8199,5666
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Rice,37542,75477
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Sesamum,484,117
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Sunflower,1207,700
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Urad,120,73
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Bajra,68,76
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Gram,1,1
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Groundnut,26755,63383
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Horse-gram,2034,620
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Jowar,39,40
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Linseed,28,2
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Maize,67,324
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Moong(Green Gram),85,23
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Ragi,1354,1887
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Rice,37489,76800
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Sesamum,587,135
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Urad,70,46
Andhra Pradesh,CHITTOOR,1999,Whole Year ,Dry chillies,3370,4968
Andhra Pradesh,CHITTOOR,1999,Whole Year ,Onion,548,8149
Andhra Pradesh,CHITTOOR,1999,Whole Year ,Sugarcane,44929,4097998
Andhra Pradesh,CHITTOOR,1999,Whole Year ,Tobacco,17,17
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Arhar/Tur,6032,2172
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Bajra,3771,4936
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Castor seed,546,166
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Cotton(lint),19,25
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Dry chillies,522,770
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Gram,6,5
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Groundnut,192106,218617
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Horse-gram,3774,2004
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Jowar,3556,2703
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Korra,13,9
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Maize,357,930
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Mesta,6,53
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Moong(Green Gram),138,61
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Onion,286,3991
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Other Kharif pulses,2988,650
Andhra Pradesh,CHITTOOR,2000,Kharif     ,other misc. pulses,1653,464
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Ragi,11350,12133
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Rice,33776,89236
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Samai,2348,587
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Sesamum,432,100
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Small millets,2361,596
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Sunflower,535,449
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Urad,120,7
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Bajra,393,514
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Dry chillies,2676,3056
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Groundnut,22396,60156
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Horse-gram,1509,318
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Jowar,54,65
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Linseed,30,6
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Maize,56,302
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Moong(Green Gram),42,14
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Onion,230,5494
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Other  Rabi pulses,13,2
Andhra Pradesh,CHITTOOR,2000,Rabi       ,other misc. pulses,13,2
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Ragi,1667,2405
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Rapeseed &Mustard,2,1
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Rice,41442,97181
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Sesamum,735,154
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Urad,168,135
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Wheat,5,3
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Banana,953,19033
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Cashewnut,126,27
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Coconut ,4011,17215660
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Coriander,60,19
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Potato,957,8177
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Sugarcane,40539,3697441
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Sweet potato,163,2203
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Tapioca,1,8
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Tobacco,14,13
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Turmeric,89,620
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Arhar/Tur,5403,924
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Bajra,2934,3556
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Castor seed,313,88
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Cotton(lint),2,2
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Dry chillies,443,641
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Gram,5,6
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Groundnut,171365,125096
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Horse-gram,2373,1241
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Jowar,2400,2174
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Korra,13,10
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Maize,294,786
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Mesta,5,43
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Moong(Green Gram),225,109
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Onion,248,3441
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Other Kharif pulses,2351,654
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Ragi,11835,8758
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Rice,24377,55311
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Samai,1976,522
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Sesamum,162,27
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Small millets,1989,532
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Sunflower,1358,1177
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Urad,141,51
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Bajra,258,313
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Dry chillies,2958,4609
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Groundnut,21443,59311
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Horse-gram,1569,849
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Jowar,46,67
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Linseed,21,5
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Maize,81,524
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Moong(Green Gram),82,25
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Onion,304,6772
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Ragi,1776,2366
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Rice,62049,170573
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Sesamum,442,214
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Urad,189,129
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Wheat,4,
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Banana,1005,7156
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Cashewnut,126,34
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Coconut ,4133,14827800
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Coriander,51,18
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Potato,1024,9447
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Sugarcane,38789,3337250
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Sweet potato,188,2495
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Tobacco,33,38
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Turmeric,69,341
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Arhar/Tur,4113,440
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Bajra,2366,1171
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Castor seed,234,48
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Dry chillies,519,791
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Groundnut,101638,50108
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Horse-gram,6941,3679
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Jowar,1647,865
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Maize,261,253
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Mesta,4,30
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Moong(Green Gram),174,26
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Onion,205,2451
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Other Kharif pulses,1535,428
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Ragi,6905,6643
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Rice,20137,50020
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Sesamum,234,22
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Small millets,1687,364
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Sunflower,2098,1320
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Urad,133,7
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Arhar/Tur,17,2
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Bajra,42,21
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Dry chillies,2199,4253
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Gram,20,16
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Groundnut,18706,52714
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Horse-gram,3471,1284
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Jowar,130,155
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Linseed,14,4
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Maize,284,1968
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Moong(Green Gram),172,44
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Onion,266,4753
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Other  Rabi pulses,4,1
Andhra Pradesh,CHITTOOR,2002,Rabi       ,other oilseeds,22,26
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Ragi,1102,1365
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Rice,30034,76827
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Sesamum,386,125
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Urad,260,151
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Wheat,5,7
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Banana,960,50841
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Beans & Mutter(Vegetable),1509,7788
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Bhindi,340,2533
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Brinjal,1784,18027
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Cabbage,4,0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Cashewnut,121,15
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Citrus Fruit,232,1172
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Coconut ,4296,17209269
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Coriander,86,24
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Cucumber,8,0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Grapes,36,673
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Mango,47834,335015
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Orange,4,39
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Other Fresh Fruits,114,153
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Other Vegetables,918,0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Papaya,39,5087
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Peas  (vegetable),1,0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Pome Fruit,66,3411
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Potato,1126,9776
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Sugarcane,39436,2684685
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Sweet potato,160,1739
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Tobacco,66,107
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Tomato,16838,139087
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Turmeric,76,247
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Arhar/Tur,8476,636
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Bajra,2166,3611
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Castor seed,372,155
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Dry chillies,412,1014
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Groundnut,137201,92611
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Horse-gram,5495,2121
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Jowar,2410,2832
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Korra,16,12
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Maize,742,1273
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Mesta,2,16
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Moong(Green Gram),631,343
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Onion,253,3691
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Other Kharif pulses,1929,581
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Ragi,10014,8392
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Rice,18495,38562
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Samai,2058,698
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Sesamum,186,54
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Small millets,2074,710
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Sunflower,2563,1488
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Urad,433,267
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Arhar/Tur,10,1
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Bajra,36,60
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Dry chillies,2792,5832
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Groundnut,22411,51164
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Horse-gram,1942,1051
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Jowar,6,7
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Linseed,19,5
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Maize,392,2195
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Moong(Green Gram),221,75
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Onion,265,5538
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Other  Rabi pulses,6,1
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Ragi,925,1486
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Rice,27286,46714
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Sesamum,580,103
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Urad,229,89
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Wheat,7,2
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Banana,587,21222
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Beans & Mutter(Vegetable),1364,6842
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Bhindi,382,3041
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Brinjal,1664,18271
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Cabbage,73,0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Cashewnut,124,33
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Citrus Fruit,221,3750
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Coconut ,4294,16827552
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Coriander,119,31
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Cucumber,1,0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Grapes,32,555
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Mango,48572,234579
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Orange,6,96
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Other Fresh Fruits,459,149
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Other Vegetables,686,0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Papaya,17,1544
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Pome Fruit,69,3933
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Potato,1291,12045
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Sugarcane,26845,1881888
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Sweet potato,177,1280
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Tobacco,2,3
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Tomato,19636,180151
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Turmeric,60,417
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Arhar/Tur,8225,1390
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Bajra,2684,3521
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Castor seed,351,205
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Dry chillies,537,1171
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Gram,9,8
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Groundnut,194943,138410
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Horse-gram,3996,1798
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Jowar,2659,2444
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Maize,509,1461
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Mesta,2,17
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Moong(Green Gram),337,125
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Onion,250,4242
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Other Kharif pulses,3863,872
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Ragi,11249,14376
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Rice,19055,43331
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Sesamum,904,86
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Small millets,1922,652
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Sunflower,3154,1822
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Urad,264,127
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Bajra,57,75
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Dry chillies,2285,11110
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Gram,2,2
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Groundnut,23819,60381
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Horse-gram,2283,304
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Jowar,25,39
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Linseed,11,1
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Maize,354,2559
